tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue
TMC009,01/16/2019 10:50,68.15,68.15,65.0,36.98,25,
TMC009,01/16/2019 10:55,58.75,58.75,65.0,42.89,25,
TMC009,01/16/2019 11:00,66.62,66.62,65.0,37.83,25,
TMC009,01/16/2019 11:05,56.82,56.82,65.0,44.35,25,
TMC009,01/16/2019 11:10,66.61,66.61,65.0,37.83,25,
TMC009,01/16/2019 11:15,60.39,60.39,65.0,41.73,25,
TMC009,01/16/2019 11:20,62.88,62.88,65.0,40.08,25,
TMC009,01/16/2019 11:25,62.18,62.18,65.0,40.53,25,
TMC009,01/16/2019 11:30,59.92,59.92,65.0,42.05,25,
TMC009,01/16/2019 11:35,65.14,65.14,65.0,38.68,25,
TMC009,01/16/2019 11:40,62.74,62.74,65.0,40.16,25,
TMC009,01/16/2019 11:45,61.01,61.01,65.0,41.31,25,
TMC009,01/16/2019 11:50,60.36,60.36,65.0,41.75,25,
TMC009,01/16/2019 11:55,58.34,58.34,65.0,43.2,25,
TMC009,01/16/2019 12:00,65.02,65.02,65.0,38.76,25,
TMC009,01/16/2019 12:05,56.95,56.95,65.0,44.25,25,
TMC009,01/16/2019 12:10,59.88,59.88,65.0,42.09,25,
TMC009,01/16/2019 12:15,63.87,63.87,65.0,39.45,25,
TMC009,01/16/2019 12:20,64.25,64.25,65.0,39.22,25,
TMC009,01/16/2019 12:25,62.58,62.58,65.0,40.27,25,
TMC009,01/16/2019 12:30,64.72,64.72,65.0,38.94,25,
TMC009,01/16/2019 12:35,58.21,58.21,65.0,43.29,25,
TMC009,01/16/2019 12:40,57.82,57.82,65.0,43.58,25,
TMC009,01/16/2019 12:45,66.94,66.94,65.0,37.65,25,
TMC009,01/16/2019 12:50,57.31,57.31,65.0,43.97,25,
TMC009,01/16/2019 12:55,61.52,61.52,65.0,40.96,25,
TMC009,01/16/2019 13:00,64.43,64.43,65.0,39.11,25,
TMC009,01/16/2019 13:05,61.91,61.91,65.0,40.7,25,
TMC009,01/16/2019 13:10,66.99,66.99,65.0,37.62,25,
TMC009,01/16/2019 13:15,65.66,65.66,65.0,38.38,25,
TMC009,01/16/2019 13:20,59.06,59.06,65.0,42.67,25,
TMC009,01/16/2019 13:25,60.14,60.14,65.0,41.9,25,
TMC009,01/16/2019 13:30,56.95,56.95,65.0,44.25,25,
TMC009,01/16/2019 13:35,60.71,60.71,65.0,41.51,25,
TMC009,01/16/2019 13:40,65.12,65.12,65.0,38.7,25,
TMC009,01/16/2019 13:45,60.76,60.76,65.0,41.47,25,
TMC009,01/16/2019 13:50,56.49,56.49,65.0,44.61,25,
TMC009,01/16/2019 13:55,61.99,61.99,65.0,40.65,25,
TMC009,01/16/2019 14:00,61.44,61.44,65.0,41.02,25,
TMC009,01/16/2019 14:05,59.92,59.92,65.0,42.05,25,
TMC009,01/16/2019 14:10,63.25,63.25,65.0,39.84,25,
TMC009,01/16/2019 14:15,55.73,55.73,65.0,45.22,25,
TMC009,01/16/2019 14:20,62.37,62.37,65.0,40.41,25,
TMC009,01/16/2019 14:25,63.0,63.0,65.0,40.0,25,
TMC009,01/16/2019 14:30,62.58,62.58,65.0,40.27,25,
TMC009,01/16/2019 14:35,65.37,65.37,65.0,38.55,25,
TMC009,01/16/2019 14:40,65.76,65.76,65.0,38.32,25,
TMC009,01/16/2019 14:45,66.04,66.04,65.0,38.16,25,
TMC009,01/16/2019 14:50,63.86,63.86,65.0,39.46,25,
TMC009,01/16/2019 14:55,59.22,59.22,65.0,42.55,25,
TMC009,01/16/2019 15:00,56.78,56.78,65.0,44.38,25,
TMC009,01/16/2019 15:05,67.68,67.68,65.0,37.23,25,
TMC009,01/16/2019 15:10,63.09,63.09,65.0,39.94,25,
TMC009,01/16/2019 15:15,60.8,60.8,65.0,41.45,25,
TMC009,01/16/2019 15:20,64.32,64.32,65.0,39.18,25,
TMC009,01/16/2019 15:25,62.58,62.58,65.0,40.27,25,
TMC009,01/16/2019 15:30,58.63,58.63,65.0,42.98,25,
TMC009,01/16/2019 15:35,61.75,61.75,65.0,40.81,25,
TMC009,01/16/2019 15:40,67.26,67.26,65.0,37.47,25,
TMC009,01/16/2019 15:45,61.49,61.49,65.0,40.98,25,
TMC009,01/16/2019 15:50,59.65,59.65,65.0,42.24,25,
TMC009,01/16/2019 15:55,62.84,62.84,65.0,40.1,25,
TMC009,01/16/2019 16:00,48.98,48.98,65.0,51.45,25,100.0
TMC009,01/16/2019 16:05,54.93,54.93,65.0,45.88,25,
TMC009,01/16/2019 16:10,47.3,47.3,65.0,53.28,25,100.0
TMC009,01/16/2019 16:15,44.06,44.06,65.0,57.2,25,100.0
TMC009,01/16/2019 16:20,45.1,45.1,65.0,55.88,25,100.0
TMC009,01/16/2019 16:25,35.27,35.27,65.0,71.45,25,100.0
TMC009,01/16/2019 16:30,42.24,42.24,65.0,59.66,25,100.0
TMC009,01/16/2019 16:35,36.77,36.77,65.0,68.54,25,100.0
TMC009,01/16/2019 16:40,34.51,34.51,65.0,73.02,25,100.0
TMC009,01/16/2019 16:45,34.23,34.23,65.0,73.63,25,100.0
TMC009,01/16/2019 16:50,33.05,33.05,65.0,76.25,25,100.0
TMC009,01/16/2019 16:55,27.66,27.66,65.0,91.1,25,100.0
TMC009,01/16/2019 17:00,29.9,29.9,65.0,84.28,25,100.0
TMC009,01/16/2019 17:05,29.28,29.28,65.0,86.06,25,100.0
TMC009,01/16/2019 17:10,35.61,35.61,65.0,70.76,25,100.0
TMC009,01/16/2019 17:15,33.86,33.86,65.0,74.42,25,100.0
TMC009,01/16/2019 17:20,35.27,35.27,65.0,71.45,25,100.0
TMC009,01/16/2019 17:25,40.77,40.77,65.0,61.82,25,100.0
TMC009,01/16/2019 17:30,41.12,41.12,65.0,61.29,25,100.0
TMC009,01/16/2019 17:35,42.26,42.26,65.0,59.63,25,100.0
TMC009,01/16/2019 17:40,43.3,43.3,65.0,58.2,25,100.0
TMC009,01/16/2019 17:45,49.16,49.16,65.0,51.27,25,100.0
TMC009,01/16/2019 17:50,49.35,49.35,65.0,51.07,25,100.0
TMC009,01/16/2019 17:55,50.37,50.37,65.0,50.03,25,
TMC009,01/16/2019 18:00,54.88,54.88,65.0,45.92,25,
TMC009,01/16/2019 18:05,54.49,54.49,65.0,46.24,25,
TMC009,01/16/2019 18:10,60.3,60.3,65.0,41.79,25,
TMC009,01/16/2019 18:15,58.01,58.01,65.0,43.44,25,
TMC009,01/16/2019 18:20,59.15,59.15,65.0,42.6,25,
TMC009,01/16/2019 18:25,60.56,60.56,65.0,41.61,25,
TMC009,01/16/2019 18:30,69.66,69.66,65.0,36.17,25,
TMC009,01/16/2019 18:35,60.55,60.55,65.0,41.62,25,
TMC009,01/16/2019 18:40,63.39,63.39,65.0,39.76,25,
TMC009,01/16/2019 18:45,66.96,66.96,65.0,37.63,25,
TMC009,01/16/2019 18:50,63.21,63.21,65.0,39.87,25,
TMC009,01/16/2019 18:55,64.77,64.77,65.0,38.91,25,
TMC009,01/16/2019 19:00,60.62,60.62,65.0,41.57,25,
TMC009,01/16/2019 19:05,64.48,64.48,65.0,39.08,25,
TMC009,01/16/2019 19:10,67.37,67.37,65.0,37.41,25,
TMC009,01/16/2019 19:15,63.63,63.63,65.0,39.61,25,
TMC009,01/16/2019 19:20,53.4,53.4,65.0,47.19,25,
TMC009,01/16/2019 19:25,65.13,65.13,65.0,38.69,25,
TMC009,01/16/2019 19:30,58.79,58.79,65.0,42.87,25,
TMC009,01/16/2019 19:35,60.07,60.07,65.0,41.95,25,
TMC009,01/16/2019 19:40,59.33,59.33,65.0,42.48,25,
TMC009,01/16/2019 19:45,60.79,60.79,65.0,41.45,25,
TMC009,01/16/2019 19:50,55.45,55.45,65.0,45.45,25,
TMC009,01/16/2019 19:55,64.46,64.46,65.0,39.09,25,
TMC009,01/16/2019 20:00,62.19,62.19,65.0,40.52,25,
TMC009,01/16/2019 20:05,66.75,66.75,65.0,37.75,25,
TMC009,01/16/2019 20:10,59.73,59.73,65.0,42.19,25,
TMC009,01/16/2019 20:15,57.57,57.57,65.0,43.77,25,
TMC009,01/16/2019 20:20,61.84,61.84,65.0,40.75,25,
TMC009,01/16/2019 20:25,63.12,63.12,65.0,39.92,25,
TMC009,01/16/2019 20:30,61.94,61.94,65.0,40.69,25,
TMC009,01/16/2019 20:35,65.47,65.47,65.0,38.49,25,
TMC009,01/16/2019 20:40,70.0,70.0,65.0,36.0,25,
TMC009,01/16/2019 20:45,61.33,61.33,65.0,41.09,25,
TMC009,01/16/2019 20:50,59.28,59.28,65.0,42.51,25,
TMC009,01/16/2019 20:55,59.85,59.85,65.0,42.11,25,
TMC009,01/16/2019 21:00,55.68,55.68,65.0,45.26,25,
TMC009,01/16/2019 21:05,62.83,62.83,65.0,40.11,25,
TMC009,01/16/2019 21:10,53.46,53.46,65.0,47.14,25,
TMC009,01/16/2019 21:15,66.38,66.38,65.0,37.97,25,
TMC009,01/16/2019 21:20,65.72,65.72,65.0,38.35,25,
TMC009,01/16/2019 21:25,62.39,62.39,65.0,40.39,25,
TMC009,01/16/2019 21:30,61.2,61.2,65.0,41.18,25,
TMC009,01/16/2019 21:35,65.43,65.43,65.0,38.52,25,
TMC009,01/16/2019 21:40,64.92,64.92,65.0,38.82,25,
TMC009,01/16/2019 21:45,57.98,57.98,65.0,43.46,25,
TMC009,01/16/2019 21:50,64.12,64.12,65.0,39.3,25,
TMC009,01/16/2019 21:55,59.14,59.14,65.0,42.61,25,
TMC009,01/16/2019 22:00,57.48,57.48,65.0,43.84,25,
TMC009,01/16/2019 22:05,64.33,64.33,65.0,39.17,25,
TMC009,01/16/2019 22:10,64.52,64.52,65.0,39.06,25,
TMC009,01/16/2019 22:15,66.29,66.29,65.0,38.01,25,
TMC009,01/16/2019 22:20,63.73,63.73,65.0,39.54,25,
TMC009,01/16/2019 22:25,63.09,63.09,65.0,39.94,25,
TMC009,01/16/2019 22:30,61.93,61.93,65.0,40.69,25,
TMC009,01/16/2019 22:35,65.18,65.18,65.0,38.66,25,
TMC009,01/16/2019 22:40,63.01,63.01,65.0,39.99,25,
TMC009,01/16/2019 22:45,66.37,66.37,65.0,37.97,25,
TMC009,01/16/2019 22:50,61.26,61.26,65.0,41.14,25,
TMC009,01/16/2019 22:55,60.53,60.53,65.0,41.63,25,
TMC009,01/16/2019 23:00,61.08,61.08,65.0,41.26,25,
TMC009,01/16/2019 23:05,62.06,62.06,65.0,40.6,25,
TMC009,01/16/2019 23:10,65.49,65.49,65.0,38.48,25,
TMC009,01/16/2019 23:15,54.74,54.74,65.0,46.03,25,
TMC009,01/16/2019 23:20,61.38,61.38,65.0,41.05,25,
TMC009,01/16/2019 23:25,61.91,61.91,65.0,40.71,25,
TMC009,01/16/2019 23:30,65.58,65.58,65.0,38.43,25,
TMC009,01/16/2019 23:35,60.32,60.32,65.0,41.78,25,
TMC009,01/16/2019 23:40,61.05,61.05,65.0,41.28,25,
TMC009,01/16/2019 23:45,52.52,52.52,65.0,47.98,25,
TMC009,01/16/2019 23:50,61.28,61.28,65.0,41.12,25,
TMC009,01/16/2019 23:55,70.0,70.0,65.0,36.0,25,
TMC010,01/16/2019 00:00,67.9,67.9,65.0,37.11,25,
TMC010,01/16/2019 00:05,62.11,62.11,65.0,40.58,25,
TMC010,01/16/2019 00:10,63.71,63.71,65.0,39.55,25,
TMC010,01/16/2019 00:15,69.43,69.43,65.0,36.3,25,
TMC010,01/16/2019 00:20,66.47,66.47,65.0,37.91,25,
TMC010,01/16/2019 00:25,58.87,58.87,65.0,42.81,25,
TMC010,01/16/2019 00:30,59.4,59.4,65.0,42.43,25,
TMC010,01/16/2019 00:35,60.39,60.39,65.0,41.73,25,
TMC010,01/16/2019 00:40,63.22,63.22,65.0,39.86,25,
TMC010,01/16/2019 00:45,59.58,59.58,65.0,42.29,25,
TMC010,01/16/2019 00:50,62.07,62.07,65.0,40.6,25,
TMC010,01/16/2019 00:55,62.62,62.62,65.0,40.24,25,
TMC010,01/16/2019 01:00,54.66,54.66,65.0,46.1,25,
TMC010,01/16/2019 01:05,59.73,59.73,65.0,42.19,25,
TMC010,01/16/2019 01:10,62.13,62.13,65.0,40.56,25,
TMC010,01/16/2019 01:15,64.85,64.85,65.0,38.86,25,
TMC010,01/16/2019 01:20,64.71,64.71,65.0,38.94,25,
TMC010,01/16/2019 01:25,61.21,61.21,65.0,41.17,25,
TMC010,01/16/2019 01:30,64.61,64.61,65.0,39.0,25,
TMC010,01/16/2019 01:35,66.25,66.25,65.0,38.04,25,
TMC010,01/16/2019 01:40,62.93,62.93,65.0,40.04,25,
TMC010,01/16/2019 01:45,63.55,63.55,65.0,39.66,25,
TMC010,01/16/2019 01:50,55.42,55.42,65.0,45.47,25,
TMC010,01/16/2019 01:55,60.49,60.49,65.0,41.66,25,
TMC010,01/16/2019 02:00,55.76,55.76,65.0,45.2,25,
TMC010,01/16/2019 02:05,61.72,61.72,65.0,40.83,25,
TMC010,01/16/2019 02:10,60.48,60.48,65.0,41.67,25,
TMC010,01/16/2019 02:15,69.16,69.16,65.0,36.44,25,
TMC010,01/16/2019 02:20,61.82,61.82,65.0,40.76,25,
TMC010,01/16/2019 02:25,66.0,66.0,65.0,38.18,25,
TMC010,01/16/2019 02:30,58.31,58.31,65.0,43.22,25,
TMC010,01/16/2019 02:35,61.94,61.94,65.0,40.69,25,
TMC010,01/16/2019 02:40,62.41,62.41,65.0,40.38,25,
TMC010,01/16/2019 02:45,60.24,60.24,65.0,41.83,25,
TMC010,01/16/2019 02:50,58.88,58.88,65.0,42.8,25,
TMC010,01/16/2019 02:55,60.73,60.73,65.0,41.5,25,
TMC010,01/16/2019 03:00,58.92,58.92,65.0,42.77,25,
TMC010,01/16/2019 03:05,61.44,61.44,65.0,41.01,25,
TMC010,01/16/2019 03:10,61.66,61.66,65.0,40.87,25,
TMC010,01/16/2019 03:15,61.76,61.76,65.0,40.8,25,
TMC010,01/16/2019 03:20,58.42,58.42,65.0,43.14,25,
TMC010,01/16/2019 03:25,58.7,58.7,65.0,42.93,25,
TMC010,01/16/2019 03:30,61.79,61.79,65.0,40.78,25,
TMC010,01/16/2019 03:35,62.62,62.62,65.0,40.24,25,
TMC010,01/16/2019 03:40,58.37,58.37,65.0,43.17,25,
TMC010,01/16/2019 03:45,60.21,60.21,65.0,41.86,25,
TMC010,01/16/2019 03:50,65.13,65.13,65.0,38.69,25,
TMC010,01/16/2019 03:55,57.47,57.47,65.0,43.85,25,
TMC010,01/16/2019 04:00,57.55,57.55,65.0,43.79,25,
TMC010,01/16/2019 04:05,59.05,59.05,65.0,42.67,25,
TMC010,01/16/2019 04:10,58.41,58.41,65.0,43.14,25,
TMC010,01/16/2019 04:15,61.89,61.89,65.0,40.71,25,
TMC010,01/16/2019 04:20,62.16,62.16,65.0,40.54,25,
TMC010,01/16/2019 04:25,67.19,67.19,65.0,37.51,25,
TMC010,01/16/2019 04:30,57.5,57.5,65.0,43.83,25,
TMC010,01/16/2019 04:35,66.19,66.19,65.0,38.07,25,
TMC010,01/16/2019 04:40,62.72,62.72,65.0,40.18,25,
TMC010,01/16/2019 04:45,62.37,62.37,65.0,40.41,25,
TMC010,01/16/2019 04:50,54.36,54.36,65.0,46.36,25,
TMC010,01/16/2019 04:55,62.69,62.69,65.0,40.2,25,
TMC010,01/16/2019 05:00,67.3,67.3,65.0,37.44,25,
TMC010,01/16/2019 05:05,59.86,59.86,65.0,42.1,25,
TMC010,01/16/2019 05:10,60.14,60.14,65.0,41.91,25,
TMC010,01/16/2019 05:15,58.51,58.51,65.0,43.07,25,
TMC010,01/16/2019 05:20,59.16,59.16,65.0,42.6,25,
TMC010,01/16/2019 05:25,58.84,58.84,65.0,42.83,25,
TMC010,01/16/2019 05:30,59.53,59.53,65.0,42.33,25,
TMC010,01/16/2019 05:35,61.63,61.63,65.0,40.89,25,
TMC010,01/16/2019 05:40,70.0,70.0,65.0,36.0,25,
TMC010,01/16/2019 05:45,69.16,69.16,65.0,36.44,25,
TMC010,01/16/2019 05:50,62.87,62.87,65.0,40.08,25,
TMC010,01/16/2019 05:55,68.48,68.48,65.0,36.8,25,
TMC010,01/16/2019 06:00,64.4,64.4,65.0,39.13,25,
TMC010,01/16/2019 06:05,69.96,69.96,65.0,36.02,25,
TMC010,01/16/2019 06:10,60.74,60.74,65.0,41.49,25,
TMC010,01/16/2019 06:15,60.83,60.83,65.0,41.43,25,
TMC010,01/16/2019 06:20,62.55,62.55,65.0,40.29,25,
TMC010,01/16/2019 06:25,56.11,56.11,65.0,44.91,25,
TMC010,01/16/2019 06:30,54.41,54.41,65.0,46.32,25,
TMC010,01/16/2019 06:35,55.32,55.32,65.0,45.55,25,
TMC010,01/16/2019 06:40,49.26,49.26,65.0,51.15,25,100.0
TMC010,01/16/2019 06:45,51.34,51.34,65.0,49.09,25,
TMC010,01/16/2019 06:50,48.81,48.81,65.0,51.63,25,100.0
TMC010,01/16/2019 06:55,49.64,49.64,65.0,50.77,25,100.0
TMC010,01/16/2019 07:00,47.14,47.14,65.0,53.46,25,100.0
TMC010,01/16/2019 07:05,44.79,44.79,65.0,56.26,25,100.0
TMC010,01/16/2019 07:10,50.14,50.14,65.0,50.25,25,
TMC010,01/16/2019 07:15,42.95,42.95,65.0,58.67,25,100.0
TMC010,01/16/2019 07:20,35.06,35.06,65.0,71.87,25,100.0
TMC010,01/16/2019 07:25,39.75,39.75,65.0,63.4,25,100.0
TMC010,01/16/2019 07:30,39.74,39.74,65.0,63.41,25,100.0
TMC010,01/16/2019 07:35,44.42,44.42,65.0,56.74,25,100.0
TMC010,01/16/2019 07:40,42.59,42.59,65.0,59.17,25,100.0
TMC010,01/16/2019 07:45,44.79,44.79,65.0,56.27,25,100.0
TMC010,01/16/2019 07:50,46.92,46.92,65.0,53.71,25,100.0
TMC010,01/16/2019 07:55,49.81,49.81,65.0,50.59,25,100.0
TMC010,01/16/2019 08:00,47.36,47.36,65.0,53.21,25,100.0
TMC010,01/16/2019 08:05,55.89,55.89,65.0,45.08,25,
TMC010,01/16/2019 08:10,49.36,49.36,65.0,51.05,25,100.0
TMC010,01/16/2019 08:15,51.38,51.38,65.0,49.05,25,
TMC010,01/16/2019 08:20,53.01,53.01,65.0,47.54,25,
TMC010,01/16/2019 08:25,57.08,57.08,65.0,44.15,25,
TMC010,01/16/2019 08:30,53.83,53.83,65.0,46.81,25,
TMC010,01/16/2019 08:35,62.49,62.49,65.0,40.32,25,
TMC010,01/16/2019 08:40,66.71,66.71,65.0,37.78,25,
TMC010,01/16/2019 08:45,58.3,58.3,65.0,43.22,25,
TMC010,01/16/2019 08:50,64.29,64.29,65.0,39.2,25,
TMC010,01/16/2019 08:55,62.29,62.29,65.0,40.45,25,
TMC010,01/16/2019 09:00,65.18,65.18,65.0,38.66,25,
TMC010,01/16/2019 09:05,63.85,63.85,65.0,39.47,25,
TMC010,01/16/2019 09:10,61.39,61.39,65.0,41.05,25,
TMC010,01/16/2019 09:15,69.46,69.46,65.0,36.28,25,
TMC010,01/16/2019 09:20,62.73,62.73,65.0,40.17,25,
TMC010,01/16/2019 09:25,59.52,59.52,65.0,42.34,25,
TMC010,01/16/2019 09:30,62.61,62.61,65.0,40.25,25,
TMC010,01/16/2019 09:35,66.16,66.16,65.0,38.09,25,
TMC010,01/16/2019 09:40,53.41,53.41,65.0,47.18,25,
TMC010,01/16/2019 09:45,62.56,62.56,65.0,40.28,25,
TMC010,01/16/2019 09:50,66.31,66.31,65.0,38.0,25,
TMC010,01/16/2019 09:55,61.99,61.99,65.0,40.65,25,
TMC010,01/16/2019 10:00,63.05,63.05,65.0,39.97,25,
TMC010,01/16/2019 10:05,60.64,60.64,65.0,41.55,25,
TMC010,01/16/2019 10:10,56.97,56.97,65.0,44.24,25,
TMC010,01/16/2019 10:15,63.59,63.59,65.0,39.63,25,
TMC010,01/16/2019 10:20,69.57,69.57,65.0,36.22,25,
TMC010,01/16/2019 10:25,60.04,60.04,65.0,41.97,25,
TMC010,01/16/2019 10:30,62.62,62.62,65.0,40.24,25,
TMC010,01/16/2019 10:35,65.75,65.75,65.0,38.33,25,
TMC010,01/16/2019 10:40,60.73,60.73,65.0,41.5,25,
TMC010,01/16/2019 10:45,65.99,65.99,65.0,38.19,25,
TMC010,01/16/2019 10:50,64.23,64.23,65.0,39.23,25,
TMC010,01/16/2019 10:55,60.94,60.94,65.0,41.35,25,
TMC010,01/16/2019 11:00,64.11,64.11,65.0,39.3,25,
TMC010,01/16/2019 11:05,65.89,65.89,65.0,38.24,25,
TMC010,01/16/2019 11:10,61.68,61.68,65.0,40.85,25,
TMC010,01/16/2019 11:15,64.1,64.1,65.0,39.31,25,
TMC010,01/16/2019 11:20,65.65,65.65,65.0,38.38,25,
TMC010,01/16/2019 11:25,58.22,58.22,65.0,43.29,25,
TMC010,01/16/2019 11:30,66.79,66.79,65.0,37.73,25,
TMC010,01/16/2019 11:35,62.72,62.72,65.0,40.18,25,
TMC010,01/16/2019 11:40,55.26,55.26,65.0,45.6,25,
TMC010,01/16/2019 11:45,59.89,59.89,65.0,42.08,25,
TMC010,01/16/2019 11:50,61.23,61.23,65.0,41.15,25,
TMC010,01/16/2019 11:55,64.09,64.09,65.0,39.32,25,
TMC010,01/16/2019 12:00,65.65,65.65,65.0,38.39,25,
TMC010,01/16/2019 12:05,62.04,62.04,65.0,40.62,25,
TMC010,01/16/2019 12:10,55.98,55.98,65.0,45.01,25,
TMC010,01/16/2019 12:15,59.86,59.86,65.0,42.1,25,
TMC010,01/16/2019 12:20,63.33,63.33,65.0,39.79,25,
TMC010,01/16/2019 12:25,60.15,60.15,65.0,41.9,25,
TMC010,01/16/2019 12:30,61.37,61.37,65.0,41.07,25,
TMC010,01/16/2019 12:35,63.18,63.18,65.0,39.89,25,
TMC010,01/16/2019 12:40,58.62,58.62,65.0,42.99,25,
TMC010,01/16/2019 12:45,56.36,56.36,65.0,44.71,25,
TMC010,01/16/2019 12:50,60.08,60.08,65.0,41.94,25,
TMC010,01/16/2019 12:55,65.56,65.56,65.0,38.44,25,
TMC010,01/16/2019 13:00,65.13,65.13,65.0,38.69,25,
TMC010,01/16/2019 13:05,58.38,58.38,65.0,43.16,25,
TMC010,01/16/2019 13:10,57.83,57.83,65.0,43.58,25,
TMC010,01/16/2019 13:15,59.49,59.49,65.0,42.36,25,
TMC010,01/16/2019 13:20,57.45,57.45,65.0,43.86,25,
TMC010,01/16/2019 13:25,64.77,64.77,65.0,38.91,25,
TMC010,01/16/2019 13:30,62.46,62.46,65.0,40.35,25,
TMC010,01/16/2019 13:35,61.72,61.72,65.0,40.83,25,
TMC010,01/16/2019 13:40,65.24,65.24,65.0,38.63,25,
TMC010,01/16/2019 13:45,58.48,58.48,65.0,43.09,25,
TMC010,01/16/2019 13:50,63.21,63.21,65.0,39.87,25,
TMC010,01/16/2019 13:55,62.79,62.79,65.0,40.13,25,
TMC010,01/16/2019 14:00,63.94,63.94,65.0,39.41,25,
TMC010,01/16/2019 14:05,58.38,58.38,65.0,43.16,25,
TMC010,01/16/2019 14:10,66.78,66.78,65.0,37.73,25,
TMC010,01/16/2019 14:15,59.3,59.3,65.0,42.5,25,
TMC010,01/16/2019 14:20,62.76,62.76,65.0,40.15,25,
TMC010,01/16/2019 14:25,70.0,70.0,65.0,36.0,25,
TMC010,01/16/2019 14:30,64.57,64.57,65.0,39.03,25,
TMC010,01/16/2019 14:35,63.12,63.12,65.0,39.92,25,
TMC010,01/16/2019 14:40,55.97,55.97,65.0,45.03,25,
TMC010,01/16/2019 14:45,59.12,59.12,65.0,42.63,25,
TMC010,01/16/2019 14:50,62.51,62.51,65.0,40.31,25,
TMC010,01/16/2019 14:55,61.97,61.97,65.0,40.66,25,
TMC010,01/16/2019 15:00,62.9,62.9,65.0,40.07,25,
TMC010,01/16/2019 15:05,70.0,70.0,65.0,36.0,25,
TMC010,01/16/2019 15:10,64.17,64.17,65.0,39.27,25,
TMC010,01/16/2019 15:15,65.46,65.46,65.0,38.5,25,
TMC010,01/16/2019 15:20,59.58,59.58,65.0,42.3,25,
TMC010,01/16/2019 15:25,65.76,65.76,65.0,38.32,25,
TMC010,01/16/2019 15:30,66.26,66.26,65.0,38.03,25,
TMC010,01/16/2019 15:35,61.25,61.25,65.0,41.14,25,
TMC010,01/16/2019 15:40,59.36,59.36,65.0,42.45,25,
TMC010,01/16/2019 15:45,60.53,60.53,65.0,41.63,25,
TMC010,01/16/2019 15:50,60.01,60.01,65.0,41.99,25,
TMC010,01/16/2019 15:55,60.69,60.69,65.0,41.53,25,
TMC010,01/16/2019 16:00,53.02,53.02,65.0,47.53,25,
TMC010,01/16/2019 16:05,56.46,56.46,65.0,44.64,25,
TMC010,01/16/2019 16:10,51.52,51.52,65.0,48.91,25,
TMC010,01/16/2019 16:15,59.48,59.48,65.0,42.37,25,
TMC010,01/16/2019 16:20,50.77,50.77,65.0,49.63,25,
TMC010,01/16/2019 16:25,47.6,47.6,65.0,52.94,25,100.0
TMC010,01/16/2019 16:30,45.34,45.34,65.0,55.58,25,100.0
TMC010,01/16/2019 16:35,46.63,46.63,65.0,54.05,25,100.0
TMC010,01/16/2019 16:40,43.31,43.31,65.0,58.18,25,100.0
TMC010,01/16/2019 16:45,40.47,40.47,65.0,62.26,25,100.0
TMC010,01/16/2019 16:50,36.38,36.38,65.0,69.27,25,100.0
TMC010,01/16/2019 16:55,38.83,38.83,65.0,64.89,25,100.0
TMC010,01/16/2019 17:00,34.74,34.74,65.0,72.54,25,100.0
TMC010,01/16/2019 17:05,37.83,37.83,65.0,66.61,25,100.0
TMC010,01/16/2019 17:10,39.92,39.92,65.0,63.13,25,100.0
TMC010,01/16/2019 17:15,37.63,37.63,65.0,66.97,25,100.0
TMC010,01/16/2019 17:20,42.93,42.93,65.0,58.7,25,100.0
TMC010,01/16/2019 17:25,44.37,44.37,65.0,56.8,25,100.0
TMC010,01/16/2019 17:30,44.97,44.97,65.0,56.03,25,100.0
TMC010,01/16/2019 17:35,49.98,49.98,65.0,50.42,25,100.0
TMC010,01/16/2019 17:40,46.36,46.36,65.0,54.36,25,100.0
TMC010,01/16/2019 17:45,52.21,52.21,65.0,48.27,25,
TMC010,01/16/2019 17:50,46.71,46.71,65.0,53.95,25,100.0
TMC010,01/16/2019 17:55,55.04,55.04,65.0,45.78,25,
TMC010,01/16/2019 18:00,60.5,60.5,65.0,41.65,25,
TMC010,01/16/2019 18:05,54.05,54.05,65.0,46.63,25,
TMC010,01/16/2019 18:10,58.91,58.91,65.0,42.77,25,
TMC010,01/16/2019 18:15,56.18,56.18,65.0,44.86,25,
TMC010,01/16/2019 18:20,58.01,58.01,65.0,43.44,25,
TMC010,01/16/2019 18:25,61.63,61.63,65.0,40.89,25,
TMC010,01/16/2019 18:30,62.22,62.22,65.0,40.5,25,
TMC010,01/16/2019 18:35,67.49,67.49,65.0,37.34,25,
TMC010,01/16/2019 18:40,59.8,59.8,65.0,42.14,25,
TMC010,01/16/2019 18:45,61.57,61.57,65.0,40.93,25,
TMC010,01/16/2019 18:50,60.0,60.0,65.0,42.0,25,
TMC010,01/16/2019 18:55,63.44,63.44,65.0,39.72,25,
TMC010,01/16/2019 19:00,56.91,56.91,65.0,44.28,25,
TMC010,01/16/2019 19:05,61.1,61.1,65.0,41.25,25,
TMC010,01/16/2019 19:10,61.53,61.53,65.0,40.95,25,
TMC010,01/16/2019 19:15,61.23,61.23,65.0,41.16,25,
TMC010,01/16/2019 19:20,65.96,65.96,65.0,38.2,25,
TMC010,01/16/2019 19:25,66.97,66.97,65.0,37.63,25,
TMC010,01/16/2019 19:30,65.58,65.58,65.0,38.42,25,
